CLL,2006,1753
CLT,1995,131417
CLT,2006,117455
CMH,1990,27099
CMH,1998,39737
CMH,2001,39195
CMI,1988,2218
CMI,1991,1080
CMI,2002,1752
COD,2003,839
COS,1988,10508
COS,1991,12003
COS,1999,12073
COS,2002,8324
CPR,2008,2709
CRP,1993,6515
CRP,2004,8590
CRW,1989,4141
CRW,1992,2566
CRW,2003,5551
CSG,1988,1034
CSG,1991,1014
CVG,1996,86409
CVG,2007,110509
CWA,2008,2563
DAB,1997,3588
DAB,2000,2037
DAB,2008,2957
DAL,1988,35638
DAL,1991,39166
DAL,1999,50118
DAL,2002,43191
DAY,1996,13510
DAY,2007,15810
DBQ,2006,1410
DCA,1994,88445
DCA,2005,104936
DEN,1997,135202
DEN,2000,137302
DEN,2008,241443
DFW,1997,251115
DFW,2000,246913
DFW,2008,281281
DHN,2005,1943
DLG,1999,317
DLG,2002,308
DLH,1989,1518
DLH,1992,1860
DLH,2003,1207
DRO,2004,457
DSM,1990,10148
DSM,1998,7023
DSM,2001,8806
DTW,1988,108114
DTW,1991,119649
DTW,1999,154172
DTW,2002,140681
DUT,1995,379
EGE,1995,690
EGE,2006,3009
EKO,2004,2697
ELM,1990,1533
ELM,1998,1325
ELM,2001,966
ELP,1993,27455
ELP,2004,21551
ERI,1996,1425
ERI,2007,1358
EUG,1988,3594
EUG,1991,2759
EUG,1999,2175
EUG,2002,1235
EVV,2008,5844
EWN,2007,601
EWR,1989,113843
EWR,1992,115895
EWR,2003,150412
EYW,2006,997
FAI,1990,3494
FAI,1998,5390
FAI,2001,5413
FAR,1988,2916
FAR,1991,2604
FAR,1999,2578
FAR,2002,2405
FAT,1993,3889
FAT,2004,13728
FAY,1990,2994
FAY,1998,1470
FAY,2001,532
FCA,1996,1106
FCA,2007,3305
FLL,1990,39704
FLL,1998,41370
FLL,2001,53145
FLO,2004,1040
FNT,1996,207
FNT,2007,7775
FSD,1988,5723
FSD,1991,5979
FSD,1999,3865
FSD,2002,2099
FSM,2003,2207
FWA,1989,4753
FWA,1992,3131
FWA,2003,6097
GEG,1993,7362
GEG,2004,14263
GFK,1996,1372
GFK,2007,1220
GGG,2002,1404
GJT,1993,565
GJT,2004,3633
GNV,1988,2586
GNV,1991,1917
GPT,2006,6955
GRB,1988,2442
GRB,1991,3050
GRB,1999,2429
GRB,2002,4506
GRR,1988,10482
GRR,1991,10327
GRR,1999,8794
GRR,2002,10231
GSO,1995,32676
GSO,2006,14063
GSP,1996,8915
GSP,2007,13507
GST,1989,87
GST,1992,79
GST,2003,91
GTF,1993,2921
GTF,2004,3780
GTR,2008,964
GUC,1997,199
GUC,2000,221
GUC,2008,959
GUM,1988,1733
GUM,1991,3593
HDN,1994,539
HDN,2005,933
HLN,1994,1069
HLN,2005,2435
HNL,1990,17788
HNL,1998,11568
HNL,2001,34340
HOU,1990,58534
HOU,1998,57122
HOU,2001,59416
HPN,1990,2625
HPN,1998,4668
HPN,2001,7553
HRL,1994,5874
HRL,2005,5880
HSV,1995,6957
HSV,2006,7669
HTS,1988,2328
HTS,1991,1579
HVN,1992,1344
IAD,1996,37834
IAD,2007,91048
IAH,1989,87830
IAH,1992,94555
IAH,2003,185182
ICT,1994,7322
ICT,2005,11086
IDA,1990,1952
IDA,1998,817
ILG,2007,455
ILM,1994,2128
ILM,2005,4040
IND,1988,37399
IND,1991,42890
IND,1999,34471
IND,2002,32599
IPL,2008,989
ISP,1990,5744
ISP,1998,2295
ISP,2001,11929
ITH,1997,1331
ITH,2000,1407
ITH,2008,132
ITO,2007,9570
IYK,2006,1002
JAC,1996,1553
JAC,2007,3517
JAN,1988,9769
JAN,1991,7664
JAN,1999,9310
JAN,2002,6896
JAX,1993,18076
JAX,2004,30212
JFK,1988,51485
JFK,1991,42235
JFK,1999,44949
JFK,2002,50421
JNU,1993,3696
JNU,2004,4577
KOA,1997,729
KOA,2000,2500
KOA,2008,12710
KTN,1997,2560
KTN,2000,2507
KTN,2008,2380
LAN,1993,2606
LAN,2004,6208
LAS,1990,86219
LAS,1998,119377
LAS,2001,136107
LAW,2005,2276
LAX,1995,179909
LAX,2006,233788
LBB,1996,6872
LBB,2007,8704
LCH,2004,1593
LEX,1988,8397
LEX,1991,5261
LEX,1999,3733
LEX,2002,1697
LFT,1994,248
LFT,2005,3937
LGA,1990,106448
LGA,1998,94404
LGA,2001,116470
LGB,1988,8599
LGB,1991,10354
LGB,1999,3329
LGB,2002,3237
LIH,2006,14053
LIT,1988,15084
LIT,1991,15656
LIT,1999,13031
LIT,2002,13741
LNK,1993,3013
LNK,2004,2267
LRD,2001,1501
LSE,1990,1349
LSE,1998,631
LSE,2001,1756
LWB,1999,81
LYH,2006,1027
MAF,1994,7176
MAF,2005,8114
MAZ,2001,119
MBS,1990,3701
MBS,1998,3929
MBS,2001,2946
MCI,1995,56727
MCI,2006,55918
MCN,2003,1753
MCO,1993,81391
MCO,2004,108762
MDT,1997,7806
MDT,2000,7344
MDT,2008,7594
MDW,1989,21965
MDW,1992,29000
MDW,2003,85831
MEI,2004,1070
MEM,1997,50730
MEM,2000,54495
MEM,2008,80966
MFE,1996,3519
MFE,2007,4733
MFR,1993,1463
MFR,2004,4676
MGM,1995,2498
MGM,2006,3278
MHT,1993,3971
MHT,2004,23880
MIA,1997,64464
MIA,2000,66914
MIA,2008,62559
MKE,1988,23148
MKE,1991,22094
MKE,1999,15407
MKE,2002,15190
MLB,1995,3171
MLB,2006,2262
MLI,1994,2692
MLI,2005,4920
MLU,1990,2487
MLU,1998,2188
MLU,2001,1574
MOB,1989,6961
MOB,1992,7804
MOB,2003,4949
MOD,2005,1413
MOT,1994,1067
MOT,2005,1108
MQT,2003,311
MRY,1996,731
MRY,2007,8768
MSN,1989,6072
MSN,1992,7777
MSN,2003,7583
MSO,1993,2503
MSO,2004,4536
MSP,1994,123222
MSP,2005,137393
MSY,1995,49179
MSY,2006,29899
MTJ,1995,45
MTJ,2006,2708
MYR,1990,3462
MYR,1998,2408
MYR,2001,2869
OAJ,1989,1264
OAJ,1992,1024
OAK,1993,39516
OAK,2004,70850
OGG,1988,3474
OGG,1991,2954
OGG,1999,3047
OGG,2002,3929
OKC,1988,25564
OKC,1991,24664
OKC,1999,20247
OKC,2002,19889
OMA,1995,18215
OMA,2006,23066
OME,1988,990
OME,1991,1008
OME,1999,923
OME,2002,1082
ONT,1997,36479
ONT,2000,35722
ONT,2008,35072
ORD,1993,286055
ORD,2004,376170
ORF,1995,18198
ORF,2006,20162
OTZ,1997,936
OTZ,2000,882
OTZ,2008,1086
OXR,2004,1755
PBI,1988,25841
PBI,1991,24171
PBI,1999,22016
PBI,2002,21206
PDX,1996,53676
PDX,2007,58603
PFN,1989,15
PFN,1992,1071
PFN,2003,3242
PHF,1990,1060
PHL,1996,94304
PHL,2007,104063
PHX,1989,130180
PHX,1992,136403
PHX,2003,169895
PIA,1989,2070
PIA,1992,1289
PIA,2003,3758
PIT,1995,126190
PIT,2006,47455
PMD,1991,710
PNS,1997,6366
PNS,2000,5734
PNS,2008,9497
PSC,1989,1302
PSC,1992,1079
PSC,2003,3174
PSE,1994,65
PSE,2005,197
PSG,1996,726
PSG,2007,726
PSP,1997,3479
PSP,2000,4663
PSP,2008,11979
PUB,2008,2
PVD,1990,15600
PVD,1998,21743
PVD,2001,29785
PWM,1990,8381
PWM,1998,6615
PWM,2001,9844
RAP,1993,2620
RAP,2004,4308
RDD,2005,1828
RDM,2006,3714
RDU,1995,27642
RDU,2006,58017
RIC,1996,15753
RIC,2007,19857
RNO,1995,20727
RNO,2006,26545
ROA,1996,3118
ROA,2007,3707
ROC,1990,21018
ROC,1998,14611
ROC,2001,15270
RST,1995,3514
RST,2006,2578
RSW,1990,19675
RSW,1998,14040
RSW,2001,17857
SAN,1989,61349
SAN,1992,61251
SAN,2003,82700
SAT,1990,36980
SAT,1998,37478
SAT,2001,37085
SAV,1989,9351
SAV,1992,7905
SAV,2003,8850
SBA,1994,2093
SBA,2005,12553
SBN,1988,2715
SBN,1991,2429
SBN,1999,2929
SBN,2002,343
SBP,2004,5657
SCC,1995,632
SCC,2006,561
SCE,2008,645
SDF,1997,25651
SDF,2000,22476
SDF,2008,22458
SEA,1988,71281
SEA,1991,76729
SEA,1999,103160
SEA,2002,100584
SFO,1996,135678
SFO,2007,138491
SGF,1994,1753
SGF,2005,8490
SGU,2004,2839
SHV,1993,5108
SHV,2004,8940
SIT,1990,1380
SIT,1998,1323
SIT,2001,1379
SJC,1996,45548
SJC,2007,61804
SJT,2008,1316
SJU,1990,19057
SJU,1998,20275
SJU,2001,26452
SLC,1994,69096
SLC,2005,160514
SLE,2007,398
SMF,1996,36989
SMF,2007,58074
SNA,1990,28679
SNA,1998,34683
SNA,2001,43433
SOP,2007,195
SPI,2007,1745
SPN,1993,867
SPS,2001,1997
SRQ,1994,7884
SRQ,2005,7349
STL,1995,174847
STL,2006,64327
STT,1995,2874
STT,2006,2969
STX,1988,2580
STX,1991,2938
STX,1999,1064
STX,2002,731
SUN,2007,3208
SUX,1990,2475
SUX,1998,687
SUX,2001,273
SWF,1994,4465
SWF,2005,3013
SYR,1996,11405
SYR,2007,13265
TLH,1989,8106
TLH,1992,7276
TLH,2003,3734
TOL,1993,2434
TOL,2004,5557
TPA,1997,52392
TPA,2000,64645
TPA,2008,78179
TRI,1995,3056
TRI,2006,1426
TUL,1995,20795
TUL,2006,21698
TUS,1994,15909
TUS,2005,19601
TVC,1993,672
TVC,2004,2987
TWF,1995,23
TWF,2006,2086
TXK,2002,1264
TYR,2008,1585
TYS,1990,8731
TYS,1998,8244
TYS,2001,5567
VIS,2003,869
VPS,1993,1081
VPS,2004,6492
WRG,1996,726
WRG,2007,726
WYS,2004,240
XNA,2006,11429
YAK,1995,726
YAK,2006,726
YAP,1989,285
YUM,2004,1299
