LGA	FALL	2000	756347
DFW	SPRING	2000	754787
IAH	WINTER	2008	753681
ORD	FALL	1989	753211
EWR	SUMMER	1996	750241
ATL	FALL	2000	743873
DEN	SUMMER	2006	743663
DFW	WINTER	1991	743493
LAX	SUMMER	2001	741907
ORD	SUMMER	1992	741716
EWR	SPRING	2004	740596
STL	WINTER	1996	740017
JFK	SPRING	2007	739717
ATL	SUMMER	1996	738710
ORD	SPRING	1991	737875
SFO	WINTER	2000	737565
SFO	SUMMER	1999	737342
ORD	FALL	2001	737271
LGA	SUMMER	2008	737075
LAX	WINTER	1995	737015
LAX	WINTER	2005	736399
EWR	SUMMER	2000	736246
ATL	FALL	1999	736180
LGA	SPRING	2008	733283
STL	WINTER	1995	731905
PHX	SUMMER	2000	730247
LAS	WINTER	2008	729917
DFW	WINTER	1993	729333
ORD	SPRING	1997	729144
LGA	SUMMER	2006	728633
DFW	SPRING	2001	727859
ATL	SPRING	1990	725870
DFW	WINTER	1992	725825
ORD	SUMMER	1988	725470
LAX	WINTER	2001	725379
ATL	SPRING	2000	724730
EWR	SPRING	2005	723931
ATL	WINTER	1988	723552
ATL	SUMMER	1998	721060
ATL	FALL	2003	715219
ORD	WINTER	1993	714338
ORD	WINTER	1991	714135
PHX	WINTER	1998	712891
PHL	SUMMER	2005	712833
IAH	SPRING	2007	712720
ATL	SUMMER	1990	709445
ATL	SUMMER	1995	709035
BOS	SUMMER	2006	708900
PHL	SUMMER	2000	708795
PHX	SUMMER	2007	708362
DEN	WINTER	1988	705636
LGA	SUMMER	2005	705315
IAH	SUMMER	2008	704960
PHX	FALL	2000	704607
SFO	SUMMER	2007	702625
MSP	WINTER	2007	701319
DEN	SPRING	2008	700712
DFW	WINTER	2003	699814
ATL	WINTER	2001	698389
LGA	SPRING	2007	697727
DTW	WINTER	2008	696882
DEN	SPRING	2007	696732
EWR	SUMMER	1999	695937
SFO	SPRING	2000	695889
LAX	SUMMER	1999	695644
BOS	SUMMER	2007	694769
ORD	FALL	2002	693935
LAX	FALL	2006	692022
DFW	WINTER	1989	689633
ORD	FALL	1999	687285
LAX	SUMMER	2004	686587
PHX	WINTER	2008	686350
ATL	WINTER	2002	685804
PHX	WINTER	2007	685556
SFO	SPRING	1998	685191
ORD	FALL	1996	684859
DFW	SPRING	1990	683436
LAX	SPRING	2008	681735
DEN	WINTER	2006	681596
LAX	SUMMER	2005	680416
LAX	FALL	1996	675577
ORD	SUMMER	1994	675534
LAS	SUMMER	2007	675001
PHX	SPRING	2000	674175
IAH	FALL	2006	673831
STL	WINTER	1997	673378
PHX	WINTER	2000	671773
EWR	SUMMER	2003	671347
LAX	SPRING	2006	670669
BOS	SUMMER	2008	670382
STL	SPRING	1998	670268
ORD	SPRING	1988	669885
DFW	SPRING	2002	669234
LGA	WINTER	2007	668861
SFO	WINTER	2007	668708
IAH	SUMMER	2004	668449
ATL	FALL	1995	666496
LAX	WINTER	1998	666296
JFK	WINTER	2007	664771
LAX	WINTER	2006	664476
ORD	SPRING	1995	663395
BOS	SUMMER	2000	662780
SFO	FALL	2000	661815
ATL	SPRING	2002	661667
STL	SUMMER	2000	660184
PHL	SUMMER	2007	659219
ATL	SUMMER	2002	657553
ORD	FALL	1995	656800
ATL	WINTER	1989	656480
ATL	SUMMER	1992	655615
ORD	FALL	1992	655602
IAH	SUMMER	2005	655203
IAH	WINTER	2007	654184
EWR	FALL	2003	653972
PHX	SUMMER	1999	653558
ATL	SPRING	2001	652256
IAH	SPRING	2008	651450
LAX	SUMMER	1997	651220
LGA	FALL	2006	647236
ORD	FALL	1991	645981
DFW	SUMMER	2002	643130
DFW	FALL	1993	642278
ATL	FALL	2002	639862
LAX	WINTER	1997	639699
DFW	SPRING	2004	637229
LAX	SUMMER	1996	635041
DFW	SPRING	1993	634946
DTW	SPRING	2007	632148
IAH	WINTER	2006	630830
EWR	FALL	2008	627356
DFW	FALL	1994	625186
LAS	SUMMER	2006	625081
DFW	WINTER	2000	624828
LAS	WINTER	2005	624386
EWR	WINTER	2004	623854
DFW	FALL	2000	623344
LGA	FALL	2007	623168
PHX	WINTER	1996	621583
JFK	SUMMER	2006	620712
ATL	WINTER	1993	620143
SFO	WINTER	2005	619991
EWR	FALL	2004	618692
SLC	WINTER	2007	618670
STL	SUMMER	1998	618217
DEN	FALL	2006	618194
ORD	FALL	1993	617822
ORD	WINTER	1992	617014
DFW	SPRING	1997	616092
ATL	FALL	1996	615831
ATL	SPRING	1993	615664
LAX	FALL	2007	615500
ATL	SUMMER	1994	614867
LAS	WINTER	2007	614641
PHX	WINTER	2001	613990
PHX	SUMMER	2006	611469
SFO	FALL	1998	611051
DFW	FALL	2005	610643
LAX	SUMMER	1998	609733
BOS	SUMMER	2005	609138
EWR	SPRING	1998	608667
DEN	SPRING	2006	608203
DFW	SUMMER	1994	607842
SFO	WINTER	1995	607731
BOS	SPRING	2007	607078
DFW	SPRING	2005	603142
DFW	SUMMER	1992	602660
DFW	FALL	1996	602584
IAH	WINTER	2005	602109
ORD	SPRING	1992	601808
JFK	FALL	2006	600390
SFO	FALL	2007	599883
BOS	SUMMER	2001	599791
DTW	SUMMER	1998	598568
LAX	FALL	1999	598133
DFW	SUMMER	1997	596659
LGA	WINTER	2008	596031
STL	WINTER	1999	594715
CVG	SUMMER	2004	594086
SFO	SPRING	2006	593661
MCO	SUMMER	2007	593318
LAX	SPRING	2007	593191
LAX	WINTER	2004	592691
LGA	SUMMER	2000	591848
LAX	SPRING	1998	590793
STL	SUMMER	1999	590342
ORD	FALL	1997	587738
SLC	WINTER	2008	586639
DFW	FALL	1991	585916
SFO	SPRING	1999	584751
EWR	SUMMER	2001	584098
DFW	SUMMER	1989	582630
DFW	WINTER	2002	581959
IAD	SUMMER	2004	581334
LGA	WINTER	2006	581181
DEN	WINTER	1989	581143
SFO	FALL	1996	580653
SFO	WINTER	1997	579951
ATL	WINTER	1994	579944
PHX	SPRING	2007	579459
PHX	SPRING	1998	578702
JFK	WINTER	2008	577306
DEN	SPRING	1988	576090
EWR	SPRING	2000	575719
DEN	WINTER	1993	574277
LGA	SUMMER	2004	574061
DEN	SUMMER	2005	573253
LGA	WINTER	2005	573008
PHX	SUMMER	1998	572658
JFK	SUMMER	2005	572649
DFW	SPRING	1994	572394
EWR	SPRING	1999	571486
LAS	SUMMER	2000	571454
DFW	SUMMER	1998	571292
LAX	SPRING	1999	570611
IAD	SUMMER	2005	569988
ORD	FALL	1990	569462
CVG	WINTER	2004	568924
CLT	SUMMER	2007	568134
PHL	SUMMER	2004	567630
EWR	SUMMER	1998	563576
MSP	WINTER	2008	562783
LAS	SUMMER	2005	561988
MSP	SUMMER	2005	561409
STL	WINTER	1998	560913
STL	WINTER	2000	559150
PHX	SPRING	1999	558940
LAS	WINTER	2006	558747
PHX	SUMMER	2008	558699
ATL	SPRING	1988	558428
EWR	WINTER	1996	557352
DFW	FALL	2001	556878
DFW	WINTER	1999	556719
DFW	SUMMER	1990	555391
LAX	SUMMER	1995	554825
BWI	SUMMER	2007	554449
LGA	SPRING	2006	553890
LAS	WINTER	2000	552468
LAS	SPRING	2006	552146
SFO	SPRING	1989	551635
DFW	WINTER	1988	551365
LAX	SPRING	1995	551200
STL	SUMMER	1996	550386
ATL	FALL	1989	550140
PHX	WINTER	1997	549508
EWR	WINTER	1994	549037
DFW	SPRING	2003	547405
DTW	WINTER	1997	546570
LAX	FALL	1995	544387
MSP	SUMMER	1998	543198
SEA	SUMMER	2007	542925
DFW	FALL	2003	542724
SFO	FALL	1999	542425
PHX	WINTER	2005	542405
ATL	SUMMER	1989	542247
STL	SPRING	1996	542242
EWR	SUMMER	1989	541561
PHX	WINTER	2006	540953
SFO	WINTER	2006	540806
DTW	SUMMER	2005	540323
PHL	WINTER	2005	538830
LGA	FALL	2005	538242
DEN	WINTER	2005	538237
SFO	SUMMER	2001	538093
LAS	SUMMER	2008	537832
EWR	WINTER	1999	537815
LAS	FALL	2006	537548
DFW	SPRING	1996	537378
PHL	SUMMER	2001	536268
SFO	SUMMER	2006	535672
PHL	SUMMER	2006	535407
CVG	SUMMER	2005	532642
PHL	SUMMER	1999	532582
SEA	SUMMER	2000	531815
LAS	WINTER	2004	531145
PHL	SPRING	2007	531122
LAS	SUMMER	2004	530322
LAX	WINTER	1988	529783
BOS	SUMMER	2004	528696
IAH	SPRING	2004	528529
SEA	SUMMER	2005	526664
LGA	SUMMER	2001	525899
DTW	SUMMER	2000	524911
SFO	FALL	1989	524394
DFW	WINTER	1998	524280
DEN	WINTER	1994	523479
LAS	SPRING	2007	522600
PHX	SPRING	2001	522190
ATL	FALL	1990	522068
SFO	SUMMER	1996	521916
ATL	WINTER	1992	521289
LAS	SPRING	2008	519691
MCO	WINTER	2008	519281
DEN	FALL	1993	518289
BOS	FALL	2006	518288
EWR	SUMMER	1994	518201
SFO	SUMMER	1997	517976
SFO	WINTER	1999	517644
DEN	WINTER	1990	517384
ATL	SPRING	1995	516688
IAH	WINTER	2004	516308
CLT	SPRING	2007	516073
CVG	WINTER	2005	515549
SFO	FALL	2006	515155
PHL	FALL	2006	513682
SFO	WINTER	2004	513500
IAH	SUMMER	1999	513316
DEN	SPRING	2000	512920
DFW	SUMMER	1993	512710
MCO	SUMMER	2008	512557
ATL	WINTER	1991	512512
STL	SPRING	2000	511687
DFW	SUMMER	1995	510989
DTW	SUMMER	1999	509937
LAX	SUMMER	1989	509636
SFO	WINTER	2001	509410
DEN	SUMMER	1999	509096
PHX	SPRING	2006	508704
DTW	FALL	2006	507800
LAS	SPRING	2000	507216
LGA	SPRING	2005	506146
LAX	WINTER	1999	505684
JFK	WINTER	2006	505323
LAX	SPRING	1996	504948
ORD	SUMMER	1991	504934
DTW	SPRING	1998	504468
EWR	SUMMER	1997	504140
JFK	SPRING	2008	502099
LAX	WINTER	1990	501944
ATL	SUMMER	1988	501859
DTW	SUMMER	2008	501554
PHX	FALL	2006	500314
MSP	FALL	2007	499846
SFO	SPRING	2008	499464
PHX	WINTER	1995	499435
PHX	SPRING	2008	499119
DFW	SPRING	1989	499102
MSP	SPRING	2007	498975
LAX	WINTER	1989	498250
BOS	WINTER	2007	497460
JFK	FALL	2007	496858
LAX	WINTER	1991	496707
SEA	SUMMER	2001	494765
DFW	FALL	1992	494620
SFO	SPRING	1991	494417
ATL	SUMMER	1993	494125
LGA	SUMMER	1989	493848
PHX	WINTER	2004	493847
EWR	WINTER	2003	492931
SFO	WINTER	1988	491042
SFO	SUMMER	2005	489987
EWR	SPRING	1996	489090
DFW	SPRING	1991	488834
EWR	SPRING	1993	488733
ATL	SPRING	1994	488661
BOS	SPRING	2006	488038
DFW	SUMMER	1991	487899
PHX	WINTER	1999	487727
DEN	FALL	2007	487578
STL	SPRING	1995	487197
PHX	SUMMER	2004	486643
PHX	WINTER	2003	486422
DEN	SUMMER	2001	485308
DTW	SPRING	2008	484472
PHX	SUMMER	2001	484294
DEN	SUMMER	2004	484150
LAS	FALL	2000	484115
EWR	WINTER	2000	482801
SFO	WINTER	1989	482700
LAX	SPRING	1997	482422
SFO	FALL	1988	482037
LAS	WINTER	1996	481477
DFW	SPRING	1998	481360
IAD	SUMMER	2006	480417
MSP	SUMMER	1999	480331
LGA	WINTER	2000	479157
ATL	FALL	1993	479058
LAX	FALL	2004	478000
EWR	FALL	1999	477157
SFO	SUMMER	1989	475842
STL	FALL	1996	474976
LAX	WINTER	1993	474820
PHL	WINTER	2008	474353
BOS	SPRING	2001	474132
EWR	WINTER	1998	473844
MSP	WINTER	1996	473351
MCO	SUMMER	2000	472122
DFW	FALL	2008	472047
PHX	FALL	1996	471851
MCO	SUMMER	2005	471839
IAH	SUMMER	2003	471791
DTW	SUMMER	2006	470531
EWR	SPRING	1994	470319
DFW	FALL	1990	470131
PHX	SUMMER	2005	469387
DEN	SUMMER	1998	468122
LAS	FALL	2004	467957
EWR	SPRING	2003	467760
EWR	SUMMER	1990	467670
BOS	FALL	2005	467208
LAS	FALL	2007	466573
DTW	WINTER	2005	466511
MSP	WINTER	2000	466442
LAX	SPRING	2005	465928
LAX	SUMMER	1990	465778
EWR	WINTER	1993	465533
PHL	WINTER	2007	462432
SFO	SUMMER	1990	462411
LAX	FALL	2005	462234
BOS	SUMMER	1999	462131
LAX	WINTER	1992	461975
EWR	SPRING	1997	461457
LAX	WINTER	1994	461379
PHX	FALL	1998	461379
PHX	FALL	1999	461321
BOS	SPRING	2000	461120
LGA	SUMMER	1999	460676
CLT	WINTER	2007	459943
DTW	WINTER	1996	459801
DTW	WINTER	2000	459317
SEA	SUMMER	1999	458571
STL	SUMMER	2001	458501
SFO	SPRING	1996	458442
MCO	WINTER	2007	458377
DEN	WINTER	1996	458299
SLC	WINTER	1996	458211
EWR	WINTER	1997	457228
SLC	SUMMER	2007	457047
SEA	SUMMER	2006	456546
LGA	SPRING	2004	455879
MSP	SUMMER	2000	454500
PHL	WINTER	2004	454283
ATL	FALL	1998	453764
DEN	SPRING	1990	453539
SLC	WINTER	2004	453454
PHL	SPRING	2000	453246
LGA	WINTER	2004	452459
CLT	SUMMER	2006	452240
PHX	SUMMER	1996	452081
EWR	FALL	1996	451887
SFO	SUMMER	2004	451461
STL	WINTER	2001	451108
LAX	FALL	1997	449599
DFW	FALL	1995	449576
DFW	FALL	1997	449151
EWR	FALL	1993	448937
DFW	SPRING	1992	448801
DFW	FALL	1998	448682
BOS	WINTER	2005	448562
EWR	WINTER	1988	448303
PHX	WINTER	1990	448270
SFO	SUMMER	1991	447645
LAS	WINTER	1998	447270
STL	SUMMER	1995	446937
CLT	SUMMER	2000	446318
BOS	WINTER	2008	446277
LAS	WINTER	2001	446078
LAX	FALL	1998	445846
LAX	SPRING	1991	445336
PIT	SUMMER	2000	445271
DTW	WINTER	1999	445144
PHL	SPRING	2005	444897
DTW	SUMMER	1997	444712
BWI	SUMMER	2008	444624
ATL	FALL	1988	444546
MCO	SPRING	2008	444514
DEN	SPRING	1993	444267
ATL	FALL	1992	443262
EWR	WINTER	1990	442794
EWR	SUMMER	1988	442420
PHL	WINTER	2006	441283
LAS	SUMMER	1999	440951
MSP	WINTER	2004	440897
CVG	SPRING	2004	440464
SEA	WINTER	1996	440415
EWR	WINTER	1995	440399
LAX	SUMMER	2003	439926
LGA	FALL	1989	439923
ATL	FALL	1994	439465
CVG	SUMMER	2007	439412
PHL	WINTER	2000	439328
DEN	WINTER	2000	438702
MSP	WINTER	1997	438522
DCA	SUMMER	2007	437973
SFO	WINTER	1993	437576
LAX	FALL	2003	436791
STL	SPRING	1999	436418
LAX	SPRING	2004	436245
ATL	SPRING	1991	435798
IAD	SUMMER	2007	435793
LGA	SPRING	2001	435475
STL	WINTER	1988	434887
SEA	SUMMER	2008	434419
DTW	SUMMER	2004	434269
ORD	SPRING	1994	434134
BWI	SUMMER	2005	433697
STL	FALL	2000	433631
BOS	SPRING	2008	433426
LAX	WINTER	2003	433016
CLT	SUMMER	2008	432998
MSP	SPRING	2008	432629
PHL	SPRING	2008	432502
SEA	WINTER	2008	432424
PHX	FALL	2007	432327
ATL	SUMMER	1991	432066
IAD	FALL	2004	432001
DEN	SUMMER	1992	431874
SFO	FALL	1997	431474
IAD	WINTER	2007	431460
SFO	WINTER	1990	431237
SFO	SPRING	2001	431063
PHL	SPRING	1999	430757
SFO	SPRING	2007	429031
BWI	SUMMER	2006	428630
CLT	SUMMER	1989	427608
MCO	SPRING	2007	427464
IAH	SPRING	2005	427443
STL	WINTER	1994	427409
MSP	SUMMER	2004	426901
LAX	FALL	1989	426741
MSP	SUMMER	2008	426310
SEA	WINTER	2007	425996
MSP	WINTER	2005	425678
CVG	WINTER	2007	424778
DFW	FALL	2002	423037
MSP	SUMMER	2001	422891
DTW	SUMMER	1996	422822
BOS	WINTER	2006	422697
IAH	SUMMER	2000	421830
CVG	FALL	2004	421111
DEN	SUMMER	1993	420905
DTW	FALL	2007	420674
MCO	SUMMER	2006	420521
SFO	WINTER	1994	420146
SEA	WINTER	2000	419971
BOS	SUMMER	1998	419964
SFO	WINTER	1991	419944
EWR	SUMMER	1992	419825
LGA	SPRING	2000	419724
BOS	WINTER	1996	419537
DTW	SUMMER	1995	417605
DEN	FALL	2000	417124
LAS	SUMMER	1998	416693
PHL	FALL	2004	416259
PHL	SUMMER	2008	416057
LGA	SUMMER	2003	415913
SFO	SPRING	1995	415732
LAX	SUMMER	1992	415417
BWI	SUMMER	2000	415407
PIT	SUMMER	1992	415112
SEA	SUMMER	1996	414994
PHX	SUMMER	1997	414388
EWR	SPRING	2001	413838
PHX	WINTER	1991	413755
EWR	SPRING	1988	413700
STL	FALL	1997	413608
LAS	FALL	2005	413557
BOS	SPRING	1999	413141
MCO	SUMMER	2004	412348
DEN	SUMMER	1997	411444
DEN	WINTER	1992	411277
IAD	SUMMER	2008	411172
PHL	WINTER	1999	410671
LAX	SUMMER	1991	410282
MSP	SUMMER	2006	409757
BOS	WINTER	2000	408195
PIT	SUMMER	1989	408126
DFW	FALL	1988	407899
PHX	SPRING	1995	407840
SEA	SUMMER	1998	407654
JFK	SUMMER	2004	407498
CLT	SUMMER	2005	407464
STL	SPRING	1997	407071
BOS	FALL	2000	406675
DTW	SPRING	2000	406580
MSP	SUMMER	1997	406513
JFK	WINTER	2005	405835
LAX	SUMMER	2002	405294
MDW	SUMMER	2006	404756
DEN	WINTER	1997	404633
SFO	WINTER	2003	402904
MCO	WINTER	2005	402510
PHX	FALL	2004	402398
DTW	SPRING	1997	402312
IAH	WINTER	2003	401390
MSP	SUMMER	1996	401178
PHX	WINTER	1994	400973
PHL	SUMMER	2003	400248
PHX	WINTER	1989	400083
BOS	SPRING	2005	399799
LGA	WINTER	1990	399390
LAS	FALL	1999	398922
SFO	FALL	2008	398786
SEA	WINTER	2006	398770
CVG	SPRING	2005	398649
CLT	WINTER	2008	398132
SFO	FALL	1995	398096
CLT	SUMMER	1999	397917
EWR	SPRING	1992	397052
EWR	WINTER	1992	397025
SEA	SPRING	2001	397010
STL	SUMMER	1997	396852
STL	WINTER	1989	396106
SFO	SPRING	1988	395824
DEN	SPRING	1991	395751
SEA	SUMMER	2004	395315
SFO	WINTER	1992	395020
LAX	SPRING	1989	394987
MSP	SUMMER	2002	394816
DEN	WINTER	2004	394508
CLT	WINTER	1996	394169
IAH	FALL	2004	393950
DTW	WINTER	1998	393110
LGA	SPRING	1999	392865
ORD	FALL	1994	392519
ATL	SPRING	1992	392379
MCO	SUMMER	1999	392296
PHL	SPRING	2001	391899
BOS	WINTER	1994	391790
SFO	FALL	2005	391493
PHL	SUMMER	1998	391424
SFO	SPRING	1990	390709
DTW	SUMMER	2001	390576
DCA	SUMMER	2005	390134
SEA	WINTER	1999	390004
SLC	WINTER	2005	389112
SEA	WINTER	1998	388693
LAX	SPRING	2002	388364
DTW	SPRING	1999	387968
BWI	SUMMER	2004	387576
LGA	SUMMER	1990	387261
DTW	SUMMER	2002	387152
LAS	WINTER	1997	386690
BOS	SPRING	1988	385898
SLC	WINTER	2006	385797
CLT	SPRING	1989	385550
PHX	SPRING	1997	384846
PHL	FALL	2007	384719
DEN	SPRING	1989	384478
JFK	FALL	2008	384344
LAX	SPRING	1992	384289
IAH	FALL	2007	384214
EWR	SPRING	1990	384121
IAH	SUMMER	2001	383682
SEA	SPRING	2000	383422
LAX	SPRING	1990	383258
SFO	SUMMER	1995	382796
IAH	FALL	2005	381860
IAH	WINTER	2000	381598
DFW	SPRING	1988	381412
IAD	SUMMER	2000	381128
DEN	SPRING	1994	381092
MDW	SUMMER	2007	380209
DEN	SUMMER	1996	379897
DTW	WINTER	2004	379241
DEN	FALL	2008	378999
DEN	WINTER	1998	378791
ATL	FALL	2001	378633
DEN	SPRING	2001	378272
IAH	SUMMER	1998	377745
CLT	FALL	2006	377685
MSP	SPRING	1998	377457
LAS	SPRING	2004	377358
BOS	SPRING	1993	377288
PHL	FALL	2000	376711
PIT	SUMMER	1988	376164
LAS	SUMMER	2001	375915
MSP	FALL	2006	375818
BWI	SUMMER	2001	375774
PHX	SPRING	1996	375670
PHL	WINTER	1998	375626
EWR	SUMMER	1995	375312
DEN	SUMMER	1989	374506
LAS	SPRING	2005	374231
DFW	FALL	1999	373747
MSP	WINTER	1999	373362
EWR	FALL	1989	372872
CLE	SUMMER	2006	372807
BOS	FALL	1999	372739
LAS	SPRING	2001	372736
BOS	SPRING	1998	372264
PHL	SPRING	2004	371992
LGA	SUMMER	1988	371922
DTW	WINTER	1995	371626
LGA	SPRING	1988	370951
STL	WINTER	1991	370363
BOS	WINTER	1995	369995
PIT	WINTER	1989	369932
IAD	SPRING	2007	369727
SAN	WINTER	2008	369270
PIT	WINTER	1996	369061
SLC	SUMMER	2005	368675
IAH	SPRING	1999	368583
EWR	FALL	2000	368430
LAS	WINTER	1999	368385
PHX	FALL	1997	367933
PHL	SPRING	2006	367926
SEA	SUMMER	1997	367627
EWR	FALL	1988	367390
MDW	WINTER	2008	367107
LAX	FALL	1990	367005
PHL	WINTER	2001	366886
STL	FALL	1995	366666
DEN	SUMMER	1990	365459
MSP	SPRING	2004	365314
BOS	WINTER	1993	365008
LGA	WINTER	1989	365005
LAX	FALL	1991	364990
LAS	SPRING	1998	364710
DTW	SUMMER	1989	364693
STL	WINTER	1990	364664
SEA	SPRING	2007	364528
CLT	FALL	1989	364455
SEA	FALL	2007	364203
IAH	WINTER	1997	363982
LAS	SPRING	1999	363767
STL	SPRING	1989	363299
IAD	FALL	2006	363188
IAH	SUMMER	1996	363059
BWI	SUMMER	1999	362681
CLE	SUMMER	2007	362667
LAS	SUMMER	1996	362318
DFW	FALL	1989	362120
ATL	SPRING	1989	361790
IAH	FALL	2003	361609
DTW	WINTER	2006	361437
DEN	WINTER	1995	361321
DTW	FALL	1989	360964
LAS	FALL	1996	360825
BOS	WINTER	2004	360758
PHL	SPRING	1998	360740
PHL	FALL	2005	360581
PHX	SUMMER	2002	360509
LGA	WINTER	2003	360507
BOS	FALL	2007	360470
SEA	FALL	2006	359887
DTW	WINTER	1988	359852
LGA	FALL	1999	359718
SEA	FALL	2000	359622
ATL	FALL	1991	359589
EWR	SPRING	1989	359438
BOS	WINTER	2001	359162
LGA	SUMMER	1996	358452
IAH	SPRING	2000	358212
SEA	WINTER	2004	357915
DTW	SPRING	1996	357784
MCO	SPRING	2005	357611
IAH	WINTER	1998	357592
BOS	SUMMER	1992	357206
